split,audio_path,syllabary,target
train,training_data/processed/sentence_audio/Sentence_for_entry_0227.wav,ᏥᏃᎠᎵᏙᎲ ᎠᎩᏲᎱᏎᎸ ᎭᏰᎵᏍᏗ,tsino'alitohv akiyohuhselv hayelhsti
train,training_data/processed/sentence_audio/Sentence_for_entry_1415.wav,ᎣᏏ ᎠᎦᎾᏬᎯᏍᏗ ᏗᎲᏘᏗ ᎠᏓ ᏓᏍᏆᎸᏍᎦ,ohsi akanawohihsti tihvthti ata tahskwalhska
train,training_data/processed/sentence_audio/Sentence_for_entry_1500.wav,ᏘᏲᎭᎵ ᎦᏂᏯ ᎦᎴᎩ,thiyohali kaniya kaleki
train,training_data/processed/sentence_audio/Sentence_for_entry_1727.wav,ᏧᏍᏗ ᏓᏆᎴᎳ ᎤᎪᏗ ᏓᎩᎸᏉᏗ ᏏᏅ ᏧᏔᎾ ᎨᏒᎢ,tsuhsti takwalela ukoti takilvkwti hsinhv tsuthana kehsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0200.wav,ᎦᏄᎸᎯ ᎠᎾᏁᏦᏍᎦ ᏗᏂᏲᏟ,kanulvhi ananhetsohska tiniyolhi
train,training_data/processed/sentence_audio/Sentence_for_entry_1145.wav,ᏞᎩᏍ ᏓᎦᎷᏥ ᎤᏛᏁ,lhekhihs takaluhtsi utvnhe
train,training_data/processed/sentence_audio/Sentence_for_entry_0913.wav,ᏂᏚᏁᎦᎸᏓᏊ ᏓᏍᏗᎩᏍᎪ ᎦᎦᎻ ᎢᎦ ᏧᎸᏉᏗ,nitunekalvtakwu tahstikihsko kakami ika tsulvkwhti
train,training_data/processed/sentence_audio/Sentence_for_entry_1463.wav,ᏐᏁᎳ ᎢᏳᏩᏂᎸ ᏑᎾᎴ ᏥᎪᏩᏛᏗ ᎦᎾᎦᏘ,sonhela iyuwanhilv hsunale tsikowahthvhti kanakhthi
train,training_data/processed/sentence_audio/Sentence_for_entry_1210.wav,ᏥᏍᏛᎾ ᎠᏓᏨᏯᏍᎩ ᎤᏩᏨᏴ ᎤᎳᏏᏕᏂ,tsihstvna atatsvyhski uwatsvyhv ulahsihteni
train,training_data/processed/sentence_audio/Sentence_for_entry_0911.wav,ᎠᏫ ᎦᏁᎦ ᎪᏢᏔᏅ ᎠᎿᏬ ᎤᎾᎠ,awhi kaneka kolhvhthanv anhawo una'a
train,training_data/processed/sentence_audio/Sentence_for_entry_0235.wav,ᎠᏴᏤᏂ ᏓᏥᏲᎵᏒ ᏥᏍᏚ ᎠᏎᏃ ᏕᏥᏅᏛᎢ,ayhvhtseni tatsiyolihsv tsihstu ahsenho tetsinvtv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0698.wav,ᏗᎧᎸᎬ ᏗᏜ ᏭᎶᏒᎢ,tikhalvkv tilha wulohsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0073.wav,ᎠᏆᏕᏘᏗ ᎠᎩᎸᏉᏗ ᏱᎦᏓᏬᎠ,akwatethti akilvkwhti yikatawo'a
train,training_data/processed/sentence_audio/Sentence_for_entry_1014.wav,Ꮎ ᎠᏍᎦᏯ ᏧᎾᏔᎾ ᎠᏂᏩᏒᎩ ᏓᏛᎯᏍᏗᏍᎪᎢ,na ahskaya tsunthana aniwhsvki tathvhihstihsko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1725.wav,ᎤᏍᏓᏴᎲᏍᎩ ᎤᏕᏘᏱᏍᎬ ᎤᏍᏓᏴᏅᎢ,uhstayvhvhski utethiyihskv uhstayvnhv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0717.wav,ᎠᎾᎦᎵᏍᎩ ᎠᏂᎩᏍᏗᏍᎩ ᏗᏔᎴᏍᏗ ᎠᎩᏲᎭ,anakalihski anhikihstihski tithalehsti akhiyoha
train,training_data/processed/sentence_audio/Sentence_for_entry_0289.wav,ᎠᎦᏘᏏ ᎬᏗ ᎤᏕᎪ ᏍᏆᏞᏍᏗ,akhthihsi kvhti uteko hskwalhehsti
train,training_data/processed/sentence_audio/Sentence_for_entry_0035.wav,ᎠᏓᎾᏅ ᏓᎩᎸᏫᏍᏓᏁᎰ ᎪᎩ ᏱᏄᎵᏍᏔᎾ,atananv takilvwhihstaneho koki yinulhsthana
train,training_data/processed/sentence_audio/Sentence_for_entry_0292.wav,ᎠᎦᏙᏗ ᎤᏚᎵ ᎤᏕᏘᏱᏍᎬᎢ,akhthohti utuli utethiyihskv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1245.wav,ᏧᏬᏰᏂ ᎬᏗ ᏓᏟᏃᎮᏗᏍᎪ ᏧᏂᎵᎡᎾ ᏴᏫ,tsuwoyeni kvhti talhinohehtihsko tsunili'ena yvwi
train,training_data/processed/sentence_audio/Sentence_for_entry_0598.wav,ᏓᎵᏆ ᏣᎳᎩ ᎠᏰᏟ ᎤᏙᏢᏒᎢ ᎣᎦᎳᎰᎻ,talikwa tsalaki ayelhi utolhvhsv'i oklhahomi
train,training_data/processed/sentence_audio/Sentence_for_entry_0700.wav,ᏓᏃᏯᏓᏍ ᏗᏂᎧᏃᏩᏗᏙᎯ,tanoyha'tahs tinikhanowatitohi
train,training_data/processed/sentence_audio/Sentence_for_entry_0928.wav,ᏂᎪᎯᎸ ᏳᎵᏍᏓᎥᏃᎿ ᏕᎦᏅᎦᎵᏍᎪ ᏕᎦᏅᏙᎬᎢ,nikohilv yulhsta'vnhonha tekanvkalihsko tekanhtohkv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1467.wav,ᏑᏓᎴᎩ ᎢᏯᎩᏪᏍᏗ ᎠᏆᏚᎵ,sutaleki iyakiwehsti akwatuli
train,training_data/processed/sentence_audio/Sentence_for_entry_0006.wav,ᎯᎳ ᏧᎬᏩᎶᏗ ᏌᏊ ᎢᎦᏒᏘ ᎠᏓ,hila tsukvwalhti hsakwu ikahsvthi ata
train,training_data/processed/sentence_audio/Sentence_for_entry_1539.wav,ᎤᏕᎰᎯᏍᏗ ᎪᏢᏍᎦ ᏥᎾᏛᏁᎰ,utehohihst kolhvhska tsinatvneho
train,training_data/processed/sentence_audio/Sentence_for_entry_0077.wav,ᏑᏓᎵ ᎢᏳᏩᏂᎸ ᏑᎾᎴ ᎦᏗᏗᏍᎪᎢ,sutali iyuwanhilv hsunale katitihsko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1253.wav,ᏧᏅᎩᎶᏍᏗ ᎢᎦ ᏕᎬᎩᎶᏍᎪᎢ,tsunhkilohsti ika tekhkilohsko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1054.wav,ᏦᎳᏂ ᎦᏘᏅᏛ ᎤᏬᎰᏒᎢ,tsolani kathinvthv uwohohsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1290.wav,ᎪᎩ ᏱᏄᎵᏍᏔᎾ ᎧᏁᏍᎦ ᎠᏂᎾᏌᏁᏍᎪ ᎠᏂᏧᏣ,koki yinulhsthana khanehska aninhsanehsko anitshutsa
train,training_data/processed/sentence_audio/Sentence_for_entry_1069.wav,ᏍᏆᏞᏍᏗ ᎤᏂᏲᎱᏎᎸ ᎤᏬᏍᏛᏂᎳ,skwalhehsti uniyohuhselv uwohstvnila
train,training_data/processed/sentence_audio/Sentence_for_entry_0631.wav,ᏍᏚᏗ ᏚᎸᏛᏂᏍᏔᏅ ᎤᏅᎪᏣ,stuti tulvtvnihsthanv unvkotsa
train,training_data/processed/sentence_audio/Sentence_for_entry_1423.wav,ᏌᎵᎫᎩ ᏥᏰᏒ ᎥᏓᎵ ᎦᏑᎲᏍᎬᎢ,salikuki tsiyehsv vtali kahsuhvhskv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1691.wav,ᏓᎶᏂᎨ ᎤᎵᏑᏫᏓ ᏓᏆᎴᎳ ᎠᎩᎭ,talonike ulhsuwhita takwalela akiha
train,training_data/processed/sentence_audio/Sentence_for_entry_0754.wav,ᏚᏂᏂᏗ ᏥᎧᎸ ᎬᏪᏙᎸᎢ,tuninhti tsikha'lv kvwetolv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0614.wav,ᏎᎦᏨ ᏚᏍᏓᏲᏢ ᎦᎶᏇ ᎠᏍᏓᏴ ᎪᏣᏁᏍᏗᎢ ᎢᏳᏍᏗ,sekatsv tuhstayolhv kalokwe ahstayv kotsanehsti'i iyuhsti
train,training_data/processed/sentence_audio/Sentence_for_entry_1839.wav,ᏩᏐᏝ ᎤᏪᎵᏒ ᎠᏎᏃ ᎧᎹᎹ ᎨᏒᎢ,wahsolha uwelihsv ahsenho khamama kehsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1244.wav,ᏧᎵᏨᏯᏍᏗ ᏱᎨᏎ Ꮭ ᏱᎬᏩᎵᏘᏎᎢ,tsulhtshvyahsti yikehse lha yikvwalthihse'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0572.wav,ᏞᏍᏗ ᏥᏙᏍᎩᏴᎩ ᎦᎵᏍᏓᏴᎲᏍᎬᎢ,lhehsti tsitohskhiyvki kalihstayvhvhskv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1434.wav,ᎢᎦᏓ ᏗᏎᎯᏍᏗ ᏎᏗ ᎠᏓ ᏗᎪᏢᏔᏅ ᎨᏐᎢ,ikata tihsehihsti hseti ata tikolhvhthanv kehso'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0428.wav,ᏍᏆᏞᏍᏗ ᏩᎦᏗᏁᎳ ᎤᏍᏆᏞᏒᎢ,skwalhehsti wakatinela uhskwalhehsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1843.wav,ᏪᏌᏍ ᎯᎪᏩᏘ,wehsahs hikowahthi
train,training_data/processed/sentence_audio/Sentence_for_entry_0298.wav,ᏒᏙᏂ ᎠᎫᎩᎠ ᎠᎹ,svtoni akhuki'a ama
train,training_data/processed/sentence_audio/Sentence_for_entry_0450.wav,ᎠᏑᏍᏗ ᎦᏑᎠ,ahsuhsti kahsu'a
train,training_data/processed/sentence_audio/Sentence_for_entry_0523.wav,ᎦᏃᎭᎵᏙ ᎦᏟᏓ ᎬᏗ ᎤᏲᏢ ᎠᏫ,kanohalito kalhita kvhti uyolhv awhi
train,training_data/processed/sentence_audio/Sentence_for_entry_0799.wav,ᎡᎵᏊᏍ ᏱᏗᏆᎸᏕᏯᏍᏓ ᎦᏆᏛᎢ,elikwuhs yhitikwalvteyhsta kakwathv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0228.wav,ᎣᎩᎾᎵ ᏥᏲᎭ ᎭᏢ ᏫᎦᎶᎯ,okinali tsiyoha halhv wikalohi
train,training_data/processed/sentence_audio/Sentence_for_entry_0812.wav,ᎪᎯᎩ ᏥᎨᏒ ᎦᏚᎩ ᏓᎾᎵᏍᏕᎵᏍᎬ ᎠᏂᏣᎳᎩ,kohiki tsikehsv katuki tanalhstelihskv anitsalaki
train,training_data/processed/sentence_audio/Sentence_for_entry_0600.wav,ᏕᎦᎵᏰᏑᎵ ᏙᏛᎩᎸᏫᏍᏓᏁᎴᏏ,tekalyehsuli totvkilvwhstanelehsi
train,training_data/processed/sentence_audio/Sentence_for_entry_0610.wav,ᏍᏆᏞᏍᏗ ᏙᏓᎦᏁᎶᏂ ᏑᎾᎴ ᎤᏙᏓᏆᏓ,skwalhehsti totakanelonhi hsunale utotakwata
train,training_data/processed/sentence_audio/Sentence_for_entry_0789.wav,ᎦᏙ ᎤᏍᏗ Ꮎ ᏥᎦᏓᎠ ᎨᏛᎢ,kato uhsti na tsika'ta'a kethv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1053.wav,ᎦᏍᎩᎸ ᎠᏝᎲ ᏩᏥ ᎤᏬᎰᏅᏙᏔᏅᎢ,kahskilv alhahv watsi uwohonvhtohthanv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0120.wav,ᎠᎦᎾᎦᏘ ᎤᏴᏍᏗ ᏫᏥᏯᎥᎢ,akanakhthi uyvhsti witsiya'v'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0250_01.wav,ᎦᏙᎯ ᎠᏤᏫᎠ ᎠᎹ,katohi atsewi'a ama
train,training_data/processed/sentence_audio/Sentence_for_entry_0566.wav,ᎢᎸᎯᏳᏍ ᏙᎢ ᏂᏓᎦᎵᏍᏔᏂ ᎮᎵ ᏓᎿᏩ,ilvhiyuhs thohi ntakalhsthan heli tanhawa
train,training_data/processed/sentence_audio/Sentence_for_entry_0833.wav,ᎩᎳ ᎤᏒ ᎦᏳᎳ ᎦᏟᎰᎢ,khila uhsv kayula kalhiho'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0150.wav,ᏤᏣᏟᎶᏍᏔᏅ ᎤᎪᏩᏛᏗ ᎤᏚᎵ ᏣᏥ,tsetsalhilohsthanv ukowhahthvhti utuli tsatsi
train,training_data/processed/sentence_audio/Sentence_for_entry_1834.wav,ᏗᎦᏚᎲ ᏫᏥᎦᏘ,tikatuhv witsikathi
train,training_data/processed/sentence_audio/Sentence_for_entry_1411.wav,ᎣᏍᏓ ᎧᏃᎮᏓ ᎠᎵᏣᏙᎲᏍᎩ,ohsta khanoheta alhtsatohvhski
train,training_data/processed/sentence_audio/Sentence_for_entry_1728.wav,ᎤᏍᏗ ᎦᏅᏅ ᎠᎢᏒ ᎤᎴᎾᏢᎢ,uhsti kanvnhv a'ihsv ulenalhv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0076.wav,ᎠᎭᏂ ᏓᏥᏗ ᎯᎠ ᏑᏗ,ahani tatsi'ti hi'a hsuhti
train,training_data/processed/sentence_audio/Sentence_for_entry_0492.wav,ᎠᏙᎵᏓᏍ ᎯᎠ ᏗᏓᏟᎶᏍᏗᏍᎩ,atholitahs hi'a titalhilohstihski
train,training_data/processed/sentence_audio/Sentence_for_entry_0399.wav,ᎦᏚᎢ ᎤᏍᏛᎭᏝᏅᎢ,katu'i uhstvhalhanv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0067.wav,ᎯᏍᎩ ᏳᏩᏂᎸ ᏥᎨᏒ ᎪᎯ ᏑᎾᎴ ᎤᏕᏅᎢ,hihski yuwanhilv tsikehsv khohi hsunale utenhv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1565.wav,ᏕᎯᎳᏫᏤᎪᎢᏍ ᎤᎾᏙᏓᏆᏍᎬ ᎢᎦ,tehilawitseko'ihs unatotakwahskv ika
train,training_data/processed/sentence_audio/Sentence_for_entry_1712.wav,ᎤᏅᏖᎢᏍ ᎪᎯ ᎢᎦ ᏣᎷᎯᏍᏗ ᎨᏒ,unhthe'ihs khohi ika tsa'luhihsti kehsv
train,training_data/processed/sentence_audio/Sentence_for_entry_1568.wav,ᎤᎾᏙᏓᏉᏅ ᏛᎾᎴᏅᎯ ᏓᎾᏕᏠᏆᏍᎬᎢ,unatotakwonhv tvnalenvhi tanatelhohkwahskv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1503.wav,ᏙᎯᏊ ᎠᏴ ᏂᎯᎾ,thohikwu ayv nihina
train,training_data/processed/sentence_audio/Sentence_for_entry_1319.wav,ᏥᏈᏍᏓ ᏴᏫ ᏄᎾᏛᏅ ᎤᏪᎳᏗᏓᏍᏗ ᎤᎸᏉᏗ,tskwihsta yvwi nunatvnhv uwhelatitahsti ulvkwhti
train,training_data/processed/sentence_audio/Sentence_for_entry_0186.wav,ᏓᏲᎯᎲ ᏓᎵᎪᏛᏗᏍᎪ ᎫᎫ,tayohihv talhkhothtihsko kuku
train,training_data/processed/sentence_audio/Sentence_for_entry_0338.wav,ᎯᎳ ᎢᎪᎯᏓ ᎠᎯᎵᏙᎰ ᏳᎵᏍᏚᎴᎭ,hila ikohit ahilitoho yulhstuleha
train,training_data/processed/sentence_audio/Sentence_for_entry_1146.wav,ᏞᏍᏗ ᏱᏣᏁᎫᏤᏍᏗ,lhehsti yitsanekutsehsti
train,training_data/processed/sentence_audio/Sentence_for_entry_1642.wav,ᏪᏌ ᎧᏁᏌᎢ ᎤᏣᎠ,wehsa khanehsa'i utsa'a
train,training_data/processed/sentence_audio/Sentence_for_entry_1582_02.wav,ᎯᎨᏳᏎᏍᏗ ᏣᏍᏓᏴᎲᏍᎩ,hikeyuhsehsti tsahstayvhvhski
train,training_data/processed/sentence_audio/Sentence_for_entry_1266.wav,ᎧᎶᏇᎩᏗ ᎾᎥ ᎠᏆᏛᏒᎢ,khalokwekhti na'v akwathvhsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1831.wav,ᏩᏯ ᏱᏚᏂᏲᏏ ᎠᏂᎾᏰᎪᎢ,wayha yituniyohsi aninayeko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1297.wav,ᏞᏍᏗ ᏥᎯᏃᎮᏟ ᏄᎵᏍᏔᏂᏙᎸᎢ,lhehsti tsihinhohelhi nulhsthanitolv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1296_01.wav,ᎧᏃᎮᏓ ᎧᏃᎮᏍᎩ ᎧᏃᎮᏓ ᎧᏃᎮᎭ,khanoheta khanohehski khanoheta khanoheha
train,training_data/processed/sentence_audio/Sentence_for_entry_0771.wav,ᎠᏂᏴᏫᏯ ᎠᎹᏰᏟ ᎠᏁᎯᏯ,aniyvwiya amayelhi anehiya
train,training_data/processed/sentence_audio/Sentence_for_entry_1661.wav,ᎤᎾᎦᏑᏘ ᎠᏂᎾᏰᎩ,unakhsuthi aninayeki
train,training_data/processed/sentence_audio/Sentence_for_entry_0643.wav,ᏗᎪᏍᏓᏯ ᏚᏑᎦᏢ ᎬᏗ ᏚᏄᎪᏒ ᏪᏌ,tikohstaya tuhsuhkalhv kvhti tunhukohsv wehsa
train,training_data/processed/sentence_audio/Sentence_for_entry_0965.wav,ᎦᏄᎸ ᎠᎦᎵᏍᎦ,kanulv akalhska
train,training_data/processed/sentence_audio/Sentence_for_entry_1442.wav,ᏍᎪᎯᏁ ᏐᎢ ᎧᎴᏍᏗ ᏛᎦᎷᏥ,skohine hso'i kha'lehsti tvkaluhtsi
train,training_data/processed/sentence_audio/Sentence_for_entry_0293.wav,ᎠᏧᏣᏊ ᏥᎨᏒ ᎤᎦᏙᎲᏒᎢ,atshutsakwu tsikehsv ukhthohvhsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1394.wav,ᏗᎦᎨᏗ ᎨᏒ ᏗᏌᎳᏙᏗ ᏅᏯ ᎩᎶ ᏃᏍᏕᎵᏍᎬᎾ ᏱᎩ,tikaketi kehsv tihsaltoti nvya khilo nohstelihskvna yiki
train,training_data/processed/sentence_audio/Sentence_for_entry_1133_02.wav,ᎯᎳ ᎢᎪᎯᏓ ᏨᏙᏗ ᏣᏚᎵ,hila ikohita tsvhtohti tsatuli
train,training_data/processed/sentence_audio/Sentence_for_entry_0276.wav,ᎯᎠ ᎠᎳᏍᎦᎵᏍᎩ ᎠᎦᏍᎦᏂᏓ,hi'a alahskalihski akhskanita
train,training_data/processed/sentence_audio/Sentence_for_entry_0128.wav,ᎠᎨ ᏫᏓᎨᏙᎵ ᏞᎦ,ake witaketoli lheka
train,training_data/processed/sentence_audio/Sentence_for_entry_1595.wav,ᏦᎵᎩᏍ ᎤᎬᏫᏳᎯ,tsolhkihs ukvwiyuhi
train,training_data/processed/sentence_audio/Sentence_for_entry_0303_01.wav,ᎠᎳᏍᏓᎡᏍᎬ ᎤᏢ ᎢᎾᏓ,alahsta'ehskv ulhv inata
train,training_data/processed/sentence_audio/Sentence_for_entry_0181.wav,ᏓᏆᎴᎳ ᎬᏗ ᎤᏩᏂᎳ ᏔᎷᎩᏍᎩ ᎨᏛ ᎤᏟᏴᏈᏛᏅᎢ,takwalela kvhti uwanhila thalukihski kethv ulhiyvhkwitvnv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0359.wav,ᎠᎹᏳᏟᏗ ᏓᎩᎾᏩᏛᎲ ᎯᎠ ᏗᎳᏑᎶ,amayulhti takinawhthvhv hi'a tilahsulo
train,training_data/processed/sentence_audio/Sentence_for_entry_0229.wav,ᎯᎳ ᏳᏓᏅᎯᏓ ᎡᎵᏊ ᏯᏳᎢᏄᎦ,hila yutanvhita elikwu yhayhu'inuka
train,training_data/processed/sentence_audio/Sentence_for_entry_1373.wav,ᏕᎦᎳᏅᏛ ᏱᏚᏁᏍᏓᎳᏓ ᏃᏯ ᎠᏂᎳᎨᏯᏛᏍᎪᎢ ᏅᏃᎯ ᏧᏂᎸᏫᏍᏓᏁᎯ,tekalanvtv yitunehstalata noya anilakeytvhsko'i nvnohi tsunilvwhihstanehi
train,training_data/processed/sentence_audio/Sentence_for_entry_1570.wav,ᎤᏚᏚ ᎧᏃᎮᏢᏍᎬ ᎤᏛᏓᏍᏗ ᎠᏧᏣ,ututu khanohelhvhskv uthvtahsti atshutsa
train,training_data/processed/sentence_audio/Sentence_for_entry_1125.wav,ᎡᎵᏊ ᏔᎵ ᎢᏳᏔᏬᏍᏔᏅ ᏱᎨᏓ ᎠᎹᏱ ᎭᏫᏂ,elikwu thali iyuthawohsthanv yiketa amayi hawini
train,training_data/processed/sentence_audio/Sentence_for_entry_0283_02.wav,ᏫᏄᎷᏨᎾᏊ ᎤᎦᏔᎲᏍᏗ ᎤᏚᎸᎲᎢ,winuluhtsvnakwu ukhthahvhsti utulvhv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1153.wav,ᏯᏙᎵ ᏍᏚᏗ ᎬᏙᎠ ᏫᎦᎶᎯᏍᏗ ᏧᏪᏅᏒ ᏲᎦ,yhahtholi hstuti khtho'a wikalohihsti tsuwenvhsv yoka
train,training_data/processed/sentence_audio/Sentence_for_entry_0525_01.wav,ᏗᏂᏲᏟ ᏍᏆᏞᏍᏗ ᏓᎾᏁᎶᎲᏍᎦ,tiniyolhi hskwalhehsti tananelohvhska
train,training_data/processed/sentence_audio/Sentence_for_entry_1774.wav,ᎪᎱᏍᏗ ᎤᏴᏍᏗ ᎤᏩᏩᏒᎦ ᎠᏗᎭ,kohuhsti uyhvhsti uwawhsvka atiha
train,training_data/processed/sentence_audio/Sentence_for_entry_0593.wav,ᏚᎳᏑᎳᎢᏴᏒ ᏗᎦᏅᎯᏗ ᎨᏒ ᎢᏳᏍᏗ ᏚᎳᏑᏢ,tulahsula'iyvhsv tikanvhiti kehsv iyuhsti tulahsulhv
train,training_data/processed/sentence_audio/Sentence_for_entry_1504.wav,Ꮩ ᏂᏣᏛᎦ ᏚᏬᏎᎳ ᎡᏝᏪ ᏄᎾᎵᏍᏔᏅᎢ,tho nitsatvka tuwohsela elhawe nunalihsthanv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1682_02.wav,ᎦᏙ ᎤᎵᏍᏓᏁ Ꮎ ᎩᏟ,kato ulhstanhe na kilhi
train,training_data/processed/sentence_audio/Sentence_for_entry_0194.wav,ᏩᎦ ᎦᏁᎦ ᎪᏢᏔᏅ ᎠᎿᏬ ᎠᎩᎾᎠ,wahka kaneka kolhvhthanv anhawo akina'a
train,training_data/processed/sentence_audio/Sentence_for_entry_0701.wav,ᏗᎧᏃᏩᏛᏍᏗ ᏱᏚᏂᏲᏍᏔᎾ ᎢᎦᏓ ᎬᏩᎩᏘ ᎾᎾᏛᏁᎰᎢ,tikhanowatvhsti yituniyohsthana ikata kvwakhthi nanatvneho'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1800.wav,ᎤᏬᏰᏂ ᎬᏗ ᎤᏲᎵᎸᎢ,uwoyeni kvhti uyolilv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1732_02.wav,ᎤᏍᎦᏃᎵ ᎦᎶᎯ ᏂᎬᏩᏍᏗ ᎪᎯ ᎢᎦ,uhskanoli kalohi nikvwhsti khohi ika
train,training_data/processed/sentence_audio/Sentence_for_entry_1436.wav,ᎯᎳ ᎢᎦ ᏎᎷ ᏕᎭᏛᎯᏍᏓ ᎪᎯ ᎪᎩ,hila ika hselu tehathvhihsta khohi koki
train,training_data/processed/sentence_audio/Sentence_for_entry_0195.wav,ᎢᏤ ᎦᏌᎴᏂ ᎠᏥᏅᏁᎸ ᎠᏎᏃ Ꮭ ᏳᎿᏬᎡᎢ,itse kahsaleni atsinvnelv ahsenho lha yunhawo'e'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0122.wav,ᎪᎩ ᏱᏄᎵᏍᏔᎾ ᎠᎦᎾᏬᏍᎪᎢ,koki yinulhsthana akanawohsko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1303.wav,ᎦᏟᏓ ᎬᏗ ᏓᏲᎯᎭ ᎧᏄᎾ,kalhita kvhti tayohiha khanuna
train,training_data/processed/sentence_audio/Sentence_for_entry_1630.wav,ᎦᏙ ᎤᏍᏗ ᎤᏲᎷᎭ ᎠᎹᏱ,kato uhsti uyholuha amayi
train,training_data/processed/sentence_audio/Sentence_for_entry_1065.wav,ᏣᎸᏉᏗᏍ ᎪᎳ,tsalvkwhtihs kola
train,training_data/processed/sentence_audio/Sentence_for_entry_1746.wav,ᎠᎹ ᏧᏪᏓᏍᏗ ᏧᏒᏙᏂ ᏚᏁᏍᏓᎳᏛ ᎤᏒ ᏥᎨᏒᎢ,ama tsuwetahsti tsuhsvtoni tunehstala'tv uhsv tsikehsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1272.wav,ᎤᏎᎦᏨ ᎤᎿᎷᏒᎢ ᎣᏓᎸᎢ,uhsekatsv unhaluhsv otalv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1171.wav,ᎯᎠ ᎠᏍᎦᏯ ᎢᎬᏱ ᎦᏬᏂᏍᎩ,hi'a ahskaya ikvyi kawonihski
train,training_data/processed/sentence_audio/Sentence_for_entry_0873.wav,Ꮎ ᎦᎵᏦᎯᏓ ᎠᏍᎦᏯ ᎠᏁᎵᏗ ᎤᏓᎨᏒ ᎤᏲᎱᏎᏗᎢ,na kaltsohita ahskaya anelhti utakehsv uyohuhsehti'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1096_01.wav,ᎦᏅᏆᎶᏍᏗ ᎬᏗ ᎤᏩᏂᎸ ᏴᎩ,kanvkwalohsti kvhti uwanhilv yvki
train,training_data/processed/sentence_audio/Sentence_for_entry_1205.wav,ᏥᎩᎵᎵ ᏱᏂᎦᏪ ᎠᏓᏁᎸ ᎾᎥ ᎩᎶ ᏓᎦᎷᏥ ᎠᎾᏗᏍᎪ ᎠᏂᏣᎳᎩ,tsikilili yinikawe atanelv na'v khilo takaluhtsi anatihsko anitsalaki
train,training_data/processed/sentence_audio/Sentence_for_entry_0617.wav,ᎠᏕᎳ ᎠᎦᏘᏱ ᎠᏕᎳ ᏓᏎᎯᎭ,atela akhthiyi atela tahsehiha
train,training_data/processed/sentence_audio/Sentence_for_entry_0487.wav,ᎦᏙ ᏥᏣᎸᏉᏗ ᏣᏘᏲᏍᏗ,kato tsitsalvkwhti tsathiyohsti
train,training_data/processed/sentence_audio/Sentence_for_entry_0592.wav,ᏗᏤ ᏗᎳᏑᎶ ᏧᎳᏑᏢᏗ ᎤᏚᎵ ᏫᎵ,titse tilahsulo tsulahsulhti utuli wili
train,training_data/processed/sentence_audio/Sentence_for_entry_0188.wav,ᎣᎩᏅᏌ ᎣᎩᎾᎳᏍᎦᎸᎭ ᏥᏠᏒᎢ,okinvhsa okinalahskalvha tsilhohsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0918.wav,ᎯᎳ ᎢᎦ ᎤᏅᏓ ᏣᏁᎯᏰᎢ,hila ika unvta tsanehiye'i
